path,generated_question,generated_answer
ea/ea0601c0.jpg,Is the case yellow?,Yes
74/741559b2.jpg,What is the background color?,Black
ad/ad1d1021.jpg,What color are the laces?,red
ea/ea9be81a.jpg,What is the shoe's pattern?,Quilted
03/034b031e.jpg,What is the case's pattern?,Wood
a3/a347d883.jpg,What animal is featured?,Panda
cc/cc519902.jpg,Is there red present?,Yes
c1/c1a9261d.jpg,What is the shoe's material?,Suede
dc/dcb4b5cd.jpg,What color is the box?,Beige
11/11b6598f.jpg,Is there a bow?,Yes
ab/ab825110.jpg,What is the shoe's toe?,Open
61/61b20c46.jpg,What color is the sole?,Blue
e6/e6aef2c1.jpg,Is this shoe perforated?,Yes
3f/3f4390cb.jpg,What closure style do the shoes have?,Slip-on
c5/c5189e04.jpg,What background color is dominant?,Black
8b/8bcd015d.jpg,Is it black?,Yes
e8/e8205fbc.jpg,Is there a heart?,Yes
44/44016798.jpg,What covers the phone's back?,Image
7c/7c4088f0.jpg,What is the shoe's primary color?,Silver
7d/7d336f89.jpg,What is the case’s main color?,Black
90/900391c8.jpg,Is it colorful?,Yes
d8/d8d4cc90.jpg,What color are the shoes?,Black
d0/d0d4c82f.jpg,Is the case multicolored?,Yes
ab/abf29ad3.jpg,What is the case's primary color?,Black
b3/b3a47973.jpg,What color is the bottle?,White
12/12b90aef.jpg,What animal is featured?,Panda
df/df49139f.jpg,Are the shoe laces visible?,Yes
87/8763dc19.jpg,What color is the sole?,White
31/318f5fd2.jpg,Is the case clear?,Yes
4e/4e1e20f7.jpg,Are these shoes laced?,Yes
1e/1e5ff947.jpg,What color is the case?,Pink
a7/a7796232.jpg,What color is the zipper?,Gold
fd/fd111689.jpg,Are shoelaces visible?,Yes
9a/9afe1088.jpg,What is the background's color?,Yellow
d9/d9d1ff20.jpg,What is the butterfly outlined with?,Gold
07/0756a954.jpg,What color is the label?,Green
39/39092896.jpg,What color is the background?,black
13/13415fe0.jpg,What color are the shoes?,Black
7e/7e91bf55.jpg,What color are the sandals?,Brown
f2/f2bb31a8.jpg,What pattern is on this shoe?,Snake
9c/9c30e024.jpg,What color is the case?,Black
de/def9b6e6.jpg,Is the case colorful?,Yes
90/90624c4e.jpg,What is the case's background?,Concrete
d0/d00a4055.jpg,Is the shoe pointed?,Yes
c1/c15bc2a7.jpg,Is the background white?,Yes
cd/cd8d64e8.jpg,What animal is pictured?,Lion
92/92ea9019.jpg,What is the background color?,Yellow
44/4466c5b9.jpg,What flavor is the product?,Pumpkin
e0/e06050ee.jpg,What is shoe's color?,White
06/06491e26.jpg,What word is visible?,Girl
ff/ff1069cc.jpg,What color is the phonecase?,Red
fd/fd848f07.jpg,What color are these loafers?,Gray
45/45e02721.jpg,What is the shoe's color?,White
0e/0ea05f8c.jpg,What color are the shoelaces?,Orange
4c/4cec6362.jpg,Is this case colorful?,Yes
b4/b48d3690.jpg,Is the phone case transparent?,Yes
10/10607650.jpg,What shape is the large flower?,Star
65/652c371b.jpg,What is the background color?,Red
03/03223807.jpg,What color is the background?,Red
43/431ce891.jpg,Are the laces visible?,Yes
cf/cf180779.jpg,What color is the boot?,Black
45/459360d3.jpg,What color is the heart?,Red
21/2152ac77.jpg,What color is the sole?,White
a8/a81d026b.jpg,Is the case colorful?,Yes
76/7627f0ca.jpg,What is the shoe's style?,Slip-on
5c/5c5c5c93.jpg,What color are the olives?,Green
6f/6f9df61f.jpg,Is case vertical?,Yes
25/25c10bd6.jpg,What is the dominant color?,Orange
1d/1db5be14.jpg,What color is the pom?,Black
55/55fbb122.jpg,Is the shoe heel flat?,Yes
03/03959484.jpg,What color are the laces?,Black
71/71ea8dba.jpg,What color are the soles?,Brown
f9/f9a35bed.jpg,What is the case's background?,Black
17/170d60e7.jpg,What color is the bottle?,Brown
58/58e7c9a3.jpg,Is the sole white?,Yes
e5/e58829e7.jpg,What color is the case?,White
b3/b358e5b5.jpg,What is the shoe's pattern?,Leopard
7c/7c08c27d.jpg,What color are the stripes?,Blue
2b/2b3ff6e6.jpg,What color is the sun?,Red
00/00c9e23c.jpg,What shape are the white figures?,Stars
c0/c04453b4.jpg,Are shoelaces present?,Yes
d2/d2a07827.jpg,What is the prominent color?,Blue
72/72e04ced.jpg,Is the case rectangular?,Yes
81/81d3605d.jpg,What shape are the designs?,Hearts
55/5503359a.jpg,Is the sole white?,Yes
c8/c85b6c75.jpg,What color is the background?,Pink
9d/9d7809ac.jpg,Is there fruit?,Yes
14/14a2f39e.jpg,What is the pattern's main flower color?,Pink
2e/2e026a38.jpg,What is the case's background?,Wood
4d/4d85fd7f.jpg,Is there a strap?,Yes
7d/7d4def41.jpg,What background color is visible?,Black
bf/bfb55be6.jpg,What color is the shoe?,Black
97/97db3317.jpg,What letter is featured?,R
e4/e475dbd7.jpg,What color is the shoe?,black
10/100d12e3.jpg,What color is the dog?,White
e9/e995eb33.jpg,What color is the letter?,Gold
14/14d4c34e.jpg,What color are the shoes?,Red
50/505f6d7e.jpg,What color is the bottle?,Brown
86/86f96c97.jpg,Is it green?,Yes
c7/c718b86d.jpg,What is the background color?,Red
0b/0b839c8f.jpg,Is the pattern geometric?,Yes
b0/b0d40c15.jpg,What color are the shoes?,Black
25/259ebaff.jpg,What is the cover's shape?,Rectangular
e3/e31f27db.jpg,Is text present?,Yes
06/06b65ffe.jpg,What pattern covers the case?,Bricks
f7/f74a4270.jpg,What color are the laces?,Black
e4/e462faab.jpg,What is the case divided?,Vertically
cc/ccedf86a.jpg,What color are the laces?,White
0c/0c4caa9e.jpg,What shape is the object?,Rectangular
01/01cd39d4.jpg,What color is the shoe's upper?,Grey
1c/1c6ea42a.jpg,What color are the shoes?,Brown
f6/f6a76fbb.jpg,What is the background color?,Pink
1e/1e008cbf.jpg,What material is the sole?,Cork
df/dfe3200d.jpg,What color is the case mostly?,Yellow
eb/ebc601ed.jpg,Is the heel sparkly?,Yes
d7/d7dcc085.jpg,What's the case's background color?,Yellow
59/598fe0c3.jpg,What color are these boots?,Black
42/425740ee.jpg,What color are the laces?,white
0a/0ac92f62.jpg,Is the phone case pink?,Yes
c7/c785113e.jpg,What color is the case?,Black
fb/fb906f73.jpg,Is the case patterned?,Yes
8e/8e56d6e1.jpg,Is it multicolored?,Yes
54/54faf3a9.jpg,Are there stripes?,Yes
7c/7c201828.jpg,What color is the barley?,Beige
f0/f05b38d7.jpg,What color is the sun?,Red
15/1559121e.jpg,What animal is pictured?,Lion
cf/cf1dd4da.jpg,What is the shoe's texture?,Suede
27/27d939ed.jpg,What is the background color?,Black
6a/6acb5b22.jpg,What is the shoe's main color?,Tan
8a/8a0411b7.jpg,Is the design blue?,Yes
3e/3e13e259.jpg,What color are the leaves?,Green
eb/ebc059cd.jpg,Are these sandals open?,Yes
21/213bd3d0.jpg,What is the predominant color?,Red
2c/2cb438f3.jpg,What color are the laces?,Brown
93/93a28589.jpg,What color is the case?,Clear
f0/f002b75f.jpg,What color are the sneakers?,Gray
e1/e12dd9b8.jpg,What is the shoe's main color?,Black
ac/ac7646f8.jpg,What item is pictured?,Tie
d2/d258e1e8.jpg,Is this case colorful?,Yes
2e/2e728118.jpg,What background color is the phone case?,Black
0a/0aa8cea4.jpg,What color is the box?,White
a2/a2bfb33c.jpg,What color is the shoe's front?,Red
25/25072ee8.jpg,What background color is prominent?,Pink
97/9713ef5b.jpg,What is the shoe's pattern?,Leopard
5a/5a456838.jpg,What is the boot's pattern?,Quilted
56/56067b13.jpg,What color is the soup?,Beige
0d/0da02968.jpg,Is package rectangular?,No
42/4211e12c.jpg,What is the mix's primary color?,Green
53/5348d014.jpg,What pattern is displayed on the shoe?,Leaves
60/60f5e014.jpg,What color is the boot?,Black
4e/4e9a29fe.jpg,What color is the case's background?,Black
ae/ae3b877e.jpg,What color are these shoes?,Black
db/db8d5161.jpg,What pattern is on the case?,Abstract
ce/ce352bd9.jpg,Are peppers visible?,Yes
52/5202b849.jpg,What color is the boot?,Black
61/619975cc.jpg,What is the shoe's toe shape?,Pointed
13/13f91077.jpg,What color are the shoes?,Brown
20/2050a348.jpg,What is the drink's color?,Pink
2e/2e31cfac.jpg,What background color is predominant?,Red
a9/a990016f.jpg,What is the shoe's finish?,Shiny
24/24749070.jpg,Is case rectangle?,Yes
c5/c5b93b9c.jpg,What color is the box's bottom section?,Green
d2/d26897f6.jpg,What covers most of the shoe?,Glitter
29/29140df6.jpg,Is the case purple?,Yes
5f/5f06c47f.jpg,Are these shoes laced?,Yes
28/28788dbb.jpg,What shape is the embroidered design?,Crown
ed/ed8c8abf.jpg,What is the background?,Nature
a6/a6171835.jpg,Are the laces white?,Yes
f0/f0c2c13d.jpg,Is the case multicolored?,Yes
f8/f88954c2.jpg,What color is the case?,Black
16/16e61a87.jpg,Is the pattern colorful?,No
a7/a739eb6f.jpg,What is the sole color?,white
45/45e02721.jpg,What color is the shoe?,White
5e/5ef5cd7b.jpg,What color is the packaging?,Yellow
27/272acfd2.jpg,What color are these boots?,Black
71/713d7ff3.jpg,What color are the planks?,Blue
d3/d32d623c.jpg,What color is the sole?,Black
b8/b8cd4ac8.jpg,Is this shoe perforated?,Yes
a2/a268a085.jpg,What is the skull's color?,White
03/03e6a961.jpg,What color are the laces?,Brown
d2/d271d524.jpg,What is the sea's color?,Blue
b7/b72a163c.jpg,What shape is at the center?,Circle
99/99aa0135.jpg,What pattern is on the sole?,Ridged
32/3268eb71.jpg,Are these tasseled?,Yes
05/05432aaa.jpg,What color are the flowers?,Pink
72/72de013b.jpg,Are there spikes?,Yes
88/88ae1c1f.jpg,Is the charm silver?,White
19/194fed66.jpg,What color is the panel?,Red
32/322abdf9.jpg,What is the case's background?,Blue
e6/e677ed36.jpg,What color is the boot's toe?,Blue
d6/d6972d80.jpg,What color are the soles?,White
38/3864edff.jpg,What color is the mug's handle?,green
d8/d8e18741.jpg,What is the carton's primary color?,Blue
b2/b24e9323.jpg,Are the food items coiled?,Yes
c2/c26692a2.jpg,What color are the fries?,Yellow
4c/4c895945.jpg,What shape is pictured?,Heart
21/21bb9c28.jpg,What pattern is the boot?,Snakeskin
59/59725a99.jpg,What color are the shoes?,Red
79/79381480.jpg,What color are the pandas?,Black
02/021d9add.jpg,What color are the laces?,White
14/148d6d5e.jpg,Are there straps?,Yes
b2/b28b4eb3.jpg,What color are the bananas?,Yellow
27/27e8b6ce.jpg,Is there orange?,Yes
7b/7b3d62bc.jpg,What color are the shoes?,Black
b2/b2f600c9.jpg,What color is the dress?,Green
81/81aab587.jpg,What is the dock made of?,Wood
0f/0f08d6fe.jpg,What encloses the loaf?,Plastic
d0/d0f82fea.jpg,What color are the laces?,Black
9a/9a4bbb98.jpg,What color are the tomatoes?,Brown
1a/1a986d1e.jpg,What color is the liquid?,green
e1/e182fbe8.jpg,Is there a heart?,Yes
f0/f0a3542a.jpg,Is the background light?,Yes
9f/9f5c73c3.jpg,Are the studs silver?,Yes
1a/1a23da71.jpg,What shoe style is this?,Flat
aa/aa74a203.jpg,What color is the sole?,White
c4/c467933e.jpg,What color is the case?,Blue
28/28573197.jpg,What color are the shoes?,Navy
cf/cfd3b07d.jpg,Is the case rectangular?,Yes
bf/bf34ee8e.jpg,What is the heel's shape?,Block
bd/bdb50082.jpg,Is the case yellow?,Yes
31/31da8dd9.jpg,What color is the lid?,black
aa/aa02fd17.jpg,What color are the laces?,gray
67/675a9dc0.jpg,Is the material woven?,Yes
86/8606b4ef.jpg,Are there stars?,Yes
9d/9d9d6c1a.jpg,Is the case colorful?,Yes
35/35b68152.jpg,What is the phone case's pattern?,Wood
f2/f2bb31a8.jpg,Is the shoe pointed?,Yes
68/684c285e.jpg,Is the heart red?,Yes
ac/ac3be29c.jpg,What is the shoe's material?,Leather
c4/c4d1810e.jpg,Is the case clear?,Yes
ff/ff376428.jpg,What animal is featured?,Cat
3b/3b430917.jpg,Is shoe shiny?,Yes
20/20c4665f.jpg,What color is the packaging?,Clear
fb/fb81d052.jpg,What color is the label?,Blue
18/18aa7860.jpg,What color is the bag?,White
da/da64a06b.jpg,What primary color is visible?,Blue
28/288d6b70.jpg,What color is the case?,Black
31/3126171a.jpg,What color is the shoe?,Gold
d1/d100a913.jpg,What is the shoe's color?,Brown
a9/a9cb239c.jpg,Are these shoes laced?,Yes
e7/e71b64b5.jpg,What color is the sole?,White
2d/2d34ab26.jpg,What is the shoe's texture?,Suede
8f/8f1cc932.jpg,What color are the soles?,White
89/891f2166.jpg,What color is the phone case?,Orange
bf/bf4d7b2d.jpg,Are there any colors shown?,Black
5a/5a36eedd.jpg,What color are the shoes?,Purple
0c/0cbe62ee.jpg,What color is the powder?,Brown
34/3405ac43.jpg,Are laces visible?,Yes
bf/bf9a3617.jpg,What is the dominant color?,Orange
4f/4f617b33.jpg,What color are the chicken pieces?,White
06/06c71b00.jpg,What color are the straps?,Gold
b6/b6c09c24.jpg,What is the shoe's pattern?,Floral
48/4858687a.jpg,What is the case's background?,Black
22/22146450.jpg,Is the sole white?,Yes
e9/e98b8b57.jpg,What is the shoe's material?,Suede
6b/6b096d57.jpg,Are the shoes laced?,Yes
35/3574d2f1.jpg,What color are the shoes?,Brown
e7/e71d7307.jpg,What is box's background?,Mountains
1e/1e036db2.jpg,What color are the cookies?,Brown
fa/fae51b27.jpg,What color is the letter?,Gold
6b/6bf7518a.jpg,What is the case's primary color?,Yellow
78/7830ca61.jpg,What color is shoe?,Black
74/74aaa3b5.jpg,Is there pink?,Yes
af/af10a930.jpg,What building is silhouetted?,Eiffel
94/94f3a14f.jpg,What color are these shoes?,White
bc/bcb66082.jpg,What color are the shoes?,Brown
4f/4f55db3c.jpg,What color is the ice cream?,Pink
36/361fb080.jpg,What is the case's dominant color?,Red
05/0561c3ff.jpg,What is the pattern's color?,Orange
0b/0b14afe3.jpg,Is the case predominantly dark?,Yes
b8/b889ca15.jpg,What color are the soles?,White
c1/c13862ab.jpg,What environment is depicted?,Forest
d4/d46ff986.jpg,What color is the shoe?,Black
99/99d3850d.jpg,What shape is the shoe's sole?,Lugged
4f/4fcdcaac.jpg,Is the boot shiny?,Yes
7d/7d707ecb.jpg,What is the phone case's pattern?,Brick
a2/a2210b2a.jpg,Are the circles pink?,Yes
9c/9c3ceff1.jpg,What shape is prominent?,Heart
00/00db081c.jpg,What color is the boot?,Black
0e/0e14ca0f.jpg,What is the animal depicted?,Parrot
78/78ddc9f5.jpg,What color is the phone case?,Orange
d5/d558e987.jpg,What color is the flower?,Red
49/497d7225.jpg,What color is the text?,Orange
da/dadb5ed0.jpg,Is the shoe shiny?,Yes
70/70ac46c7.jpg,What is securing the shoe?,Laces
a2/a2d9e5c6.jpg,Are the straps bright?,Yes
c9/c97596d4.jpg,What color is the shoe?,Black
62/62503162.jpg,What color are the feathers?,Rainbow
bb/bb3a764b.jpg,What animal is pictured?,peacock
18/185cf1c7.jpg,Is it colorful?,Yes
c4/c44d315a.jpg,What shape is surrounding the letter?,Heart
c5/c5e848d8.jpg,What is the sky's color?,Blue
d4/d4ff1346.jpg,What main color is at the top?,Yellow
64/6439202a.jpg,What color is the bottom border?,Blue
b7/b70cf145.jpg,What fruit is pictured?,Orange
6a/6a7604db.jpg,What pattern covers the case?,Marble
a5/a5b954a9.jpg,How many buckles are visible?,Two
99/99c2b0ab.jpg,What color is the sole?,White
e2/e29d5bf1.jpg,Is the water blue?,Yes
69/690125df.jpg,What is the shoe's toe shape?,Round
6f/6faced4c.jpg,What color is the shoe?,Red
07/07e620ee.jpg,What color is the background?,Blue
be/be42f32d.jpg,What shape is on the case?,Heart
d4/d47d3396.jpg,Is the phone case patterned?,Yes
3c/3ccf9014.jpg,Are there colors?,Yes
b3/b3b4a581.jpg,Is the sole white?,Yes
00/0017cc17.jpg,What animal is pictured?,Lion
cd/cd1d8a11.jpg,What is the predominant color?,Red
58/58d6dd34.jpg,Is the shoe brown?,Yes
d8/d8701960.jpg,What color are the shoes?,Brown
44/44a225a9.jpg,What is the shoe sole's color?,White
dd/ddf18fdf.jpg,Are the birds facing?,Yes
aa/aa596bf9.jpg,What color is the bowl?,Gray
58/5827794d.jpg,What color are the straps?,Beige
d6/d64e63da.jpg,What is the case's design?,Cactus
27/27429b35.jpg,Is the background dark?,Yes
a4/a461df64.jpg,Is this shoe laced?,Yes
48/48d14eb9.jpg,What color is the case?,Orange
3c/3c08c0a1.jpg,Is it glittery?,Yes
11/11b6598f.jpg,What is the shoe's material?,Satin
24/24ece65e.jpg,Is the shoe sole white?,Yes
54/54e1f1bd.jpg,What color are the boots?,Black
24/24e30ff5.jpg,What color is the shoe?,White
ea/eabfc8bd.jpg,What color are the shoes?,Brown
37/370ce9d6.jpg,Is the shoe dark?,Yes
18/18a2c809.jpg,Is the cat pink?,Yes
82/82a8bea3.jpg,What is the scene's time?,Sunset
64/645378dc.jpg,What animal is pictured?,Butterfly
bb/bbc773da.jpg,What is the background?,Grass
00/00ac9435.jpg,What fruit is pictured?,Pomegranate
e5/e5c4e680.jpg,What color is the sole?,White
d9/d9311572.jpg,What is the case's primary color?,Black
60/6071cd01.jpg,What is the case's background?,Flowers
10/1067ad2a.jpg,What is the shoe's color?,Black
74/74469fc5.jpg,Is this footwear a slip-on?,Yes
e7/e746bc3b.jpg,What color are the shoes?,Brown
ef/ef0e3691.jpg,What shape is the toe?,Pointed
20/205c01a0.jpg,Is this phone case rectangular?,Yes
e6/e6d6dcfc.jpg,What color is the lid?,Red
22/226a6086.jpg,What color are the shoes?,Pink
db/db4c0264.jpg,What adorns the shoe?,Bow
48/48b7954a.jpg,What is the shoe's material?,Leather
f0/f013297d.jpg,Is the background black?,Yes
c9/c94117e7.jpg,What color are the shoes?,Black
58/58a03de2.jpg,Is the boot shiny?,Yes
b3/b356767e.jpg,Is there snow?,Yes
c6/c6e216ea.jpg,What is the leaf's color?,Yellow
dc/dcf29b99.jpg,What shape are the decorations?,Stars
d1/d12150ad.jpg,Is the case sparkly?,Yes
5e/5eb3316a.jpg,Are laces visible?,Yes
2e/2edfcd91.jpg,What is the background color?,Blue
f4/f44bac4f.jpg,What color are the soles?,White
fc/fc4ce82f.jpg,What color is the shoe?,Pink
36/36f19da9.jpg,Is the background white?,Yes
61/610ee9fe.jpg,Are there laces?,Yes
74/740e70f1.jpg,What color are these flats?,Silver
09/09923029.jpg,Is charm attached?,Yes
d8/d84e138d.jpg,What is the background color?,Black
79/79c209ac.jpg,What pattern is on the case?,Camouflage
79/79ff3eb2.jpg,Are these shoes laced?,Yes
70/7004c2a8.jpg,What color are the spices?,Brown
2a/2a531fd0.jpg,What color are the arrows?,White
8b/8be4e17e.jpg,What color is the topmost stripe?,Pink
3c/3c40586f.jpg,What color is the case?,Black
f4/f4edcb5b.jpg,What adorns the toe?,Bow
f9/f9b2a048.jpg,What color are the flowers?,Pink
21/21d53b90.jpg,What pattern is on the case?,Glitter
cc/cc76b61b.jpg,What shape is the toe?,Open
eb/ebc601ed.jpg,What is the heel covered with?,Glitter
39/399107d5.jpg,What color are the chips?,Brown
06/064ef2e1.jpg,Is the background blue?,Yes
5e/5e38ffc1.jpg,Is the background dark?,Gray
7c/7c995f89.jpg,What color is the bottle's cap?,Green
7a/7ac7ed9f.jpg,What color are the shoes?,Black
cd/cd96bb77.jpg,What color is the label?,White
4e/4e7b0684.jpg,Is the camera hole blue?,Yes
dc/dc9522be.jpg,What color is the banner?,Green
3b/3b197757.jpg,What shape are the pretzels?,Square
15/150ae17d.jpg,Are these shoes laced?,Yes
a0/a0b37d72.jpg,Are the cupcakes packaged?,Yes
a8/a87d35c8.jpg,What color is the lake?,Blue
b5/b5407838.jpg,What color are the olives?,Brown
74/745252d6.jpg,What is fastening the shoe?,Laces
2e/2ecb11de.jpg,What color is the shoe's upper?,black
d4/d4205444.jpg,What color are these shoes?,Black
92/922e7010.jpg,What color is the liquid?,Brown
86/86580056.jpg,What is the case's background?,Mountain
f6/f6071541.jpg,Is the shoe solid?,Yes
0e/0e65591d.jpg,Are the cookies brown?,Yes
76/76dfbee8.jpg,What is the background color?,Black
e9/e9ae39dd.jpg,What color is the pepperoni?,Red
08/085bad34.jpg,What is the butterfly's border color?,Gold
ec/ec23c65c.jpg,Is the sky cloudy?,Yes
e0/e0d5f053.jpg,Is there yellow?,Yes
6c/6c57a7e7.jpg,What is the case's dominant color?,Black
a0/a0271862.jpg,What flavor is indicated?,Peppermint
32/32f448b4.jpg,Is the sole white?,Yes
64/646a4e99.jpg,What color are the shoes?,Black
49/495eb194.jpg,What color are the laces?,White
63/633d67fe.jpg,What color are the pandas?,Black
fb/fb98074f.jpg,What color are the shoes?,Pink
25/2585bbde.jpg,What is the shoe's style?,Mokassin
91/91ebfe43.jpg,What material appears shiny?,Leather
23/23e85c0f.jpg,What is the heel's color?,Black
75/75c17b5c.jpg,What color are the pants?,Brown
e9/e922a43e.jpg,What shape is the object?,Heart
44/44350fc5.jpg,Is the background dark?,Yes
a6/a6321a98.jpg,What covers the upper?,Suede
d5/d53fa17c.jpg,What is the pattern's subject?,Flowers
c7/c7c26feb.jpg,What color is the case?,black
e6/e64b73cb.jpg,Is the case rectangular?,Yes
c7/c7e0e01c.jpg,What color is the rice?,Brown
58/58b5a07e.jpg,What color is the slipper?,Black
39/393b21e2.jpg,Are the shoes laced?,Yes
54/54589087.jpg,What letter appears centrally?,S
6e/6e961d96.jpg,What is the shoe's color?,Black
2e/2e4f915e.jpg,What color is the packaging?,Brown
0f/0f3ef9f3.jpg,What is background's color?,Black
e2/e2baa62b.jpg,What is the predominant color?,Blue
ac/acd1f3c4.jpg,What is the heel's shape?,Wedge
10/10dc01a4.jpg,What object is prominent?,Tree
29/29238201.jpg,What is the pattern orientation?,Vertical
8b/8b9db7e1.jpg,What color are the shoes?,Black
1a/1a84ad00.jpg,What color is the shoe?,Grey
5d/5da4c93f.jpg,Is the skull white?,Yes
d8/d8d8c202.jpg,What color is the fruit?,Orange
96/96971b51.jpg,What is the shoe's color?,Burgundy
fa/faacdd34.jpg,What color is the case?,Brown
00/00f687ce.jpg,What color are the shoes?,Black
14/14b03e7e.jpg,What color is the text on the red strip?,White
fb/fb2dc0ed.jpg,What is the case's pattern?,Bricks
91/91abb118.jpg,What is the case's dominant color?,Blue
71/71cb63af.jpg,What animal is displayed?,Lion
fc/fc2c7185.jpg,What color are the shoes?,Black
ef/ef257aee.jpg,What color is the bag?,Brown
13/13f5885d.jpg,What color is the bag?,Pink
25/259a18bc.jpg,What shape is the toe?,Pointed
ed/ed51e44a.jpg,What is the shoe's closure?,
14/14bad362.jpg,What is the primary floral color?,Red
2f/2f374267.jpg,Is the shoe brown?,Yes
f0/f0639555.jpg,Is the toe rounded?,Yes
b2/b272ef91.jpg,What secures the boot?,Laces
43/43cf29b9.jpg,What animal is pictured?,Dog
6e/6e6c781e.jpg,What shape is the can?,Cylinder
3b/3b166eda.jpg,Is the case primarily blue?,Yes
4a/4ab27f62.jpg,Is the case colorful?,Yes
61/61434097.jpg,What color is the case?,Brown
35/35b41956.jpg,What is depicted?,Couple
37/3767f415.jpg,Is the sphere transparent?,Yes
97/97552694.jpg,What is the sole's color?,White
93/93f7850c.jpg,What color is the sugar?,Brown
9e/9ebdc7ed.jpg,What color is the mug's interior?,Green
30/30530ece.jpg,Are these tasseled?,Yes
96/9680f092.jpg,Are the shoes laced?,Yes
16/164e1538.jpg,What color is the background?,Black
3c/3c33c169.jpg,What is the case's background color?,Black
d5/d5ccd035.jpg,What is the shoe's primary color?,Pink
42/42546552.jpg,What is the background?,Flowers
0d/0d29483d.jpg,What is the background color?,Yellow
79/79ff3eb2.jpg,What closes the shoe?,Laces
5c/5c25a919.jpg,Is the case rectangular?,Yes
6c/6c09702d.jpg,What color is the case?,Black
3e/3ee251a3.jpg,What letter is displayed?,Z
19/19c7b1d9.jpg,What color are the laces?,White
29/2935b747.jpg,How many straps are visible?,three
a6/a61bd2db.jpg,What is the background color?,Black
28/28d07cde.jpg,What color is the background?,Black
73/73853298.jpg,What object is pictured?,Gamepad
23/23e192b2.jpg,What animal is pictured?,Lion
19/19d5c41b.jpg,What is the painting's style?,Abstract
ac/aca7ccdc.jpg,What color are the sandals?,Brown
48/48c05d54.jpg,What color are the soles?,Teal
eb/eb195834.jpg,What color is prominent?,Red
c8/c861c944.jpg,What is the shoe's color?,Brown
3a/3a297d96.jpg,What color are these shoes?,Black
81/81441f63.jpg,What color is the mustard?,Yellow
4a/4a094a72.jpg,What color are the laces?,Orange
37/37a9af18.jpg,What color are the shoes?,black
34/34985008.jpg,What is the background color?,Red
40/4087a9a8.jpg,Is the case rectangular?,Yes
b0/b0476e25.jpg,What color is her dress?,Blue
d1/d19ea598.jpg,What sole color is visible?,Black
85/85e996ef.jpg,What animal is pictured?,Kitten
cc/cce0eb22.jpg,Is the phone case black?,Yes
93/932b1a60.jpg,What is the pattern color?,Black
87/87a01cdd.jpg,Is the background black?,Yes
37/3700cbab.jpg,What is the shoe's sole?,Rubber
ff/ff28c179.jpg,What primary color is this?,Red
7a/7a3caf11.jpg,What color are the leaves?,Red
a6/a624cf6d.jpg,Is package red?,Yes
57/572b182e.jpg,What color is the shoe?,Black
f0/f052622b.jpg,What color is the case?,Red
e0/e02f735f.jpg,What color is the prominent circle?,Purple
bd/bdcf404f.jpg,What color is the rice?,White
55/5509818a.jpg,What color is the case?,Pink
f7/f7207dd7.jpg,What color are the laces?,Black
92/92a80fa8.jpg,Is the skull white?,Yes
28/2865ca33.jpg,What color are the shoes?,Pink
c9/c97dd6b0.jpg,What is the sole's color?,Tan
66/66cc7eb0.jpg,What is the background color?,Pink
87/873f6098.jpg,What color are the laces?,Black
2f/2f7860df.jpg,What color are the cashews?,Brown
2b/2b3f4b8b.jpg,What shape are the case's stripes?,Chevron
c0/c049a3f7.jpg,What color are the laces?,White
13/13979319.jpg,Are the caps green?,Yes
85/85e10621.jpg,What shape are the shoelaces?,Round
5a/5a78284c.jpg,Is the case dark?,Black
1f/1f348232.jpg,What is the case's background color?,Black
ba/bab1bef2.jpg,Are these shoes laced?,Yes
79/79cab49b.jpg,What color are the laces?,Black
e0/e000f678.jpg,What animal is pictured?,Tiger
26/26b1a3a7.jpg,What color is the phone case?,Black
03/0377fd77.jpg,Is the case bicolor?,Yes
90/90a50896.jpg,Is the case patterned?,Yes
a3/a3c263da.jpg,"What color is the word ""DAD""?",Red
bb/bbc870d6.jpg,What color are the guitar details?,White
7e/7ebee30f.jpg,What is the case's color?,Black
d9/d91003f4.jpg,What color is the text?,Yellow
5d/5de2b56f.jpg,Does this shoe have tassels?,Yes
36/368b7463.jpg,What color is the camera ring?,Blue
e5/e55c94a7.jpg,What laces visible?,Brown
a3/a3d6a743.jpg,Are the laces dark?,Yes
58/58e06f11.jpg,What color is the phone case?,Black
59/59725a99.jpg,What color are the shoes?,Burgundy
cc/cc340688.jpg,What is the dominant color?,Blue
80/80370398.jpg,What is the case's pattern?,Wood
e7/e70b9ba0.jpg,What word appears?,Pink
ec/ec674f47.jpg,What shape are the keys?,Rectangular
49/49334c42.jpg,What closure appears on the shoe?,Loafer
9c/9c5b0d19.jpg,What is the liquid color?,Blue
b7/b73bf0de.jpg,What color is the shoe?,Brown
53/539ee359.jpg,What color is the phonecase?,Black
05/057a6d69.jpg,What is the dominant color?,Green
06/06920008.jpg,What shape is the cup?,Round
8f/8f885f20.jpg,Is the phone case horizontal?,No
34/346ddea8.jpg,What color are these shoes?,Navy
04/040e9968.jpg,Are these shoes laced?,Yes
52/52ba1d9d.jpg,What color is the feather's eye?,Blue
a3/a3d6a743.jpg,What is the laces' color?,black
a6/a6a1f79f.jpg,What is the mushroom primarily?,Red
52/5295287d.jpg,What is the case's dominant color?,Red
10/108a9e8a.jpg,What fastening mechanism is visible?,Buckles
08/08c1c6eb.jpg,What is the pattern's main color?,Purple
